question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
A2-13,A2,13,,,患者，男性，25岁。低热、消瘦，偶有轻咳2月余就诊。结核菌素试验72小时测量硬 结直径20mm ×22mm（强阳性）。下列处理合理的是,试验性抗结核病治疗,结核病诊断成立，立即开始抗结核病治疗,提示结核病可能，应进一步寻找病灶,试验性联合抗生素和抗结核治疗 E，试验性抗感染治疗，若无效则改抗结核病治疗,,C,P7,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺结核菌素试验：注射后48~72小时测皮肤硬结直径，20mm 以上或局 一22— 部有水疱、坏死为强阳性。成人结核菌素试验阳性反应仅表示接种过卡介苗或受过结核菌感 染，并不表示一定患病。
A2-14,A2,14,,,某肺结核患者，48岁，7天前开始咳嗽，痰中带血。上午突然大口咯血，量约100ml， 查体未见异常。ECC II、皿、aVF 导联ST段下移>0.5mY，T波低平。下列对其治疗错,,,,,,E,P7,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",垂体后叶素可收缩小动脉，减少肺血流量，从而減轻咯血。因引
A2-15,A2,15,,,思者，女性，29岁。已妊娠5个月。突然大咯血，胸部×线片示右止浸润型肺结核。下 列哪种药不能使用,肾上腺色腙,对氨甲基苯甲酸,6-氨基己酸,垂体后叶素,普鲁卡因,D,P8,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",垂体后叶素可收缩小动脉，减少肺血流量，从而減轻咯血。因引
A2-16,A2,16,,,思者，男性，63岁。肺癌晚期，身心非常痛苦，表现为悲伤、消沉、绝望。此患者对其 疾病的心理反应属于,否认阶段,愤怒阶段,协议阶段,抑郁阶段,接受阶段,D,P8,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",患者肺癌晚期，身心非常痛苦，表现为悲伤、消沉、绝望。此患者对其 疾病的心理反应属于抑郁阶段。抑郁期：经过一段时间的治疗后，患者的病情毫无改善，思 者会意识到疾病已不可救药，生命已走到了尽头，极为沮丧和绝望，陷人极度抑郁情绪中。 资料表明75%的住院癌症患者有抑郁现象。患者常表现为被动、少活动、情绪低沉、沉默 不语及行为退缩。
A2-17,A2,17,,,患者，女性，50岁。肺癌术后化疗，当血自细胞计数降至3×10°/L，首先要,少量输血,用生血药,停用抗癌药,减少抗癌药量,加强营养,C,P8,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",化疗药有抑制骨髓造血功能，可导致血细胞减少，若白细胞过低可导致 患者容易感染，当血白细胞计数降至3×10°/L应及时停药。
A2-18,A2,18,,,患者，男性，60岁。因咳嗽、咯血1月余就诊。经X线检查拟诊为右下叶中心性肺癌， 痰病理细胞学检查阴性。进一步检查应首选,胸部 CT,胸部放射性核素扫描,胸部 MRI,纤维支气管镜检查,经皮穿刺肺活检,D,P8,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",纤维支气管镜管径细，可弯曲，易插人段支气管和亚段支气管，直接观 察肿块，并且能够取得病理组织进行活检，还能直接对病灶进行处理，纤维支气管镜检查已 成为确诊肺癌最重要的手段。
A2-19,A2,19,,,某呼吸衰竭患者，应用辅助呼吸和呼吸兴奋药过程中，出现恶心、呕吐、烦躁、面颊潮 红、肌肉颤动等现象应考虑,痰液阻塞,肺性脑病先兆,通气量不足,呼吸兴奋药过量,呼吸性碱中毒,D,P8,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",此题考查呼吸兴奋药过量反应。呼吸衰竭患者在应用辅助呼吸和呼吸兴 奋药过程中，出现恶心、呕吐、烦躁、面颊潮红、肌肉颤动等现象，应考虑呼吸兴奋药 过量。
A3/A4-1,A3/A4,1,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,该患者最可能的诊断是,高血压危象,,脑血管意外,,呼吸衰竭,E,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-1,A3/A4,1,,患者，女性，32岁。自感低热、乏力、食欲缺乏，有盗汗、体重下降、呼吸困难、胸 痛等表现，就医诊断为浸润型肺结核，收人院抗结核治疗。,人院后应采用的隔离种类为,严密隔离,消化道隔离,呼吸道隔离,保护性隔离,接触性隔离,E,P15,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-2,A3/A4,2,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,为明确诊断还需做哪项检查,胸部 CT,,心电图,,脑电图,D,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-2,A3/A4,2,,患者，女性，32岁。自感低热、乏力、食欲缺乏，有盗汗、体重下降、呼吸困难、胸 痛等表现，就医诊断为浸润型肺结核，收人院抗结核治疗。,浸润型肺结核与慢性纤维空洞型肺结核分型的依据是,红细胞沉降率,胸部X线片改变,肺实变体征,结核中毒症状,痰菌检查,D,P15,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-3,A3/A4,3,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,此时最主要的治疗在于,使用抗生素,用降压药,纠正缺氧和二氧化碳潴留,用利尿药,"去除诱因 （4~6 题共用题干） 患者，男性，70岁。慢性咳嗽、咳痰20年余，近5年来活动后气急，1周前感冒后痰 多，气急加剧，近2天嗜睡。化验：WBC 18.6×10°/L，中性粒细胞0.9，动脉血 PH 7.29， Pa0,48mmHlg,PaCO,80mmHlg。 （0日",C,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-3,A3/A4,3,,患者，女性，32岁。自感低热、乏力、食欲缺乏，有盗汗、体重下降、呼吸困难、胸 痛等表现，就医诊断为浸润型肺结核，收人院抗结核治疗。,下列关于疾病防治及护理措施，正确的有,给予异烟肼、链霉素治疗,病室通向走廊的窗户需关闭,患者痰液用20% 漂白粉溶液搅拌静置2小时后倒掉,病室每日用紫外线照射进行空气消毒,护士在病房里不密切接触患者时，可不戴口罩,C,P15,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",慢性阻塞性肺气肿病患者常在感染后出现咳嗽、咳痰、气急症
A3/A4-4,A3/A4,4,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,该患者目前的诊断,I型呼吸衰竭,II型呼吸衰竭,呼吸窘迫综合征,支气管哮喘急性发作,脑血管意外,B,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",根据动脉血气分析结果判断，该患者目前出现了I型呼吸衰竭。参见AI 型题第7题解析。
A3/A4-4,A3/A4,4,,患者，女性，32岁。自感低热、乏力、食欲缺乏，有盗汗、体重下降、呼吸困难、胸 痛等表现，就医诊断为浸润型肺结核，收人院抗结核治疗。,该患者入院后第3天突然出现喷射性大咯血，继而突然中断，表情恐怖，大汗淋漓。此 时首要的处理措施是,加压给氧,立即气管插管,立即取半卧位,人工呼吸 E，保持呼吸道通畅，清除血块,,B,P15,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",根据动脉血气分析结果判断，该患者目前出现了I型呼吸衰竭。参见AI 型题第7题解析。
A3/A4-5,A3/A4,5,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,如患者出现头痛、头胀、神志恍惚、躁狂、谵语等，应考虑,呼吸性酸中毒,肺性脑病,窒息先兆,休克早期,脑疝出现,B,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",该患者表现出精神神经症状，结合病史、实验室检查考虑为肺性脑病。肺 性脑病表现：神志淡漠，甚至谵妄、间歇抽搐、扑翼样震颤、视神经盘水肿、昏睡、昏迷 等，重者可因肺水肿、脑疝、累及脑干时抑制呼吸而死亡。
A3/A4-5,A3/A4,5,,患者，女性，32岁。自感低热、乏力、食欲缺乏，有盗汗、体重下降、呼吸困难、胸 痛等表现，就医诊断为浸润型肺结核，收人院抗结核治疗。,对肺结核患者的健康指导最重要的是,加强营养，保证心身休息,保持乐观情绪和治疗信心,按医嘱规则服药，坚持疗程,尽可能与家人分室或分床就寝,定期复查，根据病情调整治疗方案,B,P15,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",该患者表现出精神神经症状，结合病史、实验室检查考虑为肺性脑病。肺 性脑病表现：神志淡漠，甚至谵妄、间歇抽搐、扑翼样震颤、视神经盘水肿、昏睡、昏迷 等，重者可因肺水肿、脑疝、累及脑干时抑制呼吸而死亡。
A3/A4-6,A3/A4,6,,患者，女性，72 岁。有慢性阻塞性肺气肿病史。咳嗽、咳脓痰伴气急加重2周，今晨 神志恍惚。查体：嗜睡，口層发绀，两肺底湿啰音，心率116次/分，血压185/105mmHlgo OO 第一章 呼吸系统疾病患者的护理,若经药物治疗无效，患者自主呼吸停止，应立即给予,经口气管插管,气管切开,无创机械通气,高浓度吸氧,体外心脏按压,A,P9,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",若自主呼吸停止则应立即采取措施开放气道，并在气道通畅的基础上给予 氧疗、机械通气等。临床常用的开放气道的措施有气管插管和气管切开等，急救时常采用经 口气管插管，以迅速开放气道。 —23- 第一篇 內科护理学C
A3/A4-6,A3/A4,6,,患者，男性，25岁。近一个半月来干咳伴低热，自觉乏力。听诊右锁骨下区有固定的 湿啰音。怀疑其为肺结核。 一17- 第一篇 内科护理学 II十十十十+十十+,为进一步确诊，最重要的检查是,痰菌检查,胸部CT,支气管碘油造影,痰细胞学检查,纤维支气管镜检查,A,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",若自主呼吸停止则应立即采取措施开放气道，并在气道通畅的基础上给予 氧疗、机械通气等。临床常用的开放气道的措施有气管插管和气管切开等，急救时常采用经 口气管插管，以迅速开放气道。 —23- 第一篇 內科护理学C
A3/A4-7,A3/A4,7,,患者，男性，25岁。因突然畏寒、发热伴右胸部疼痛1天入院。胸部×线透视，见右 中肺有大片浅淡的阴影。住院后经青霉素肌内注射，3天后体温已接近正常，患者有轻度咳 嗽，咳痰，稍感憋气。 —11一 第一篇 內科护理学口C •—十十,该患者最可能的诊断是,肺炎链球菌肺炎,,肺炎克雷伯菌肺炎,,肺结核,A,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",根据患者的病史、临床表现、辅助检查及治疗情况可判断患有肺炎链球菌 肺炎。
A3/A4-7,A3/A4,7,,患者，男性，25岁。近一个半月来干咳伴低热，自觉乏力。听诊右锁骨下区有固定的 湿啰音。怀疑其为肺结核。 一17- 第一篇 内科护理学 II十十十十+十十+,如确诊，下列护理措施中正确的是,室内空气新鲜,及时做好消毒隔离,向患者做有关疾病知识的宣传教育D. 给予高热量、高维生素、高蛋白饮食,,鼓励患者多做身体锻炼，增强抗病能力,A,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",根据患者的病史、临床表现、辅助检查及治疗情况可判断患有肺炎链球菌 肺炎。
A3/A4-8,A3/A4,8,,患者，男性，25岁。因突然畏寒、发热伴右胸部疼痛1天入院。胸部×线透视，见右 中肺有大片浅淡的阴影。住院后经青霉素肌内注射，3天后体温已接近正常，患者有轻度咳 嗽，咳痰，稍感憋气。 —11一 第一篇 內科护理学口C •—十十,目前对该患者的主要护理措施哪项不妥,卧床休息，适当起来活动,肺炎支原体肺炎,应用解热镇痛药,应用祛痰镇咳药,遵医嘱继续使用抗生素 当 B. 必要时氧气吸人 林代产血利,C,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎治疗时禁用镇静药，避免抑制呼吸，不宜用退热药，以免 造成大汗、脱水和干扰热型观察。
A3/A4-8,A3/A4,8,,患者，男性，25岁。近一个半月来干咳伴低热，自觉乏力。听诊右锁骨下区有固定的 湿啰音。怀疑其为肺结核。 一17- 第一篇 内科护理学 II十十十十+十十+,患者在治疗过程中，判断结核化疗效果，最重要的指标是,病灶吸收好转,体温恢复正常,痰结核菌转阴,OT 转阴,ESR 恢复正常,C,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",肺炎链球菌肺炎治疗时禁用镇静药，避免抑制呼吸，不宜用退热药，以免 造成大汗、脱水和干扰热型观察。
A3/A4-9,A3/A4,9,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。,关于 PPD结果的判断，下列哪项是正确的,局部有水疱为阳性,硬结直径≤5mm 为阳性,硬结直径≥5mm 为阳性,硬结直径≤10mm 为阳性,硬结直径≥10mm 为阳性,E,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",结核菌素试验：因旧结核菌素是结核菌的代谢产物，主要成分为结核蛋 白，敞抗原不纯可引起非特异反应。目前多采用结核菌素的纯蛋白衍生物（纯结核菌素， PPD），常取0.1ml 结核菌素稀释液在前臂掌侧做皮内注射，注射后48~72小时测皮肤硬结 直径，如小于5mm为阴性，5~9mm 为弱阳性，10~19mm 为阳性，20mm 以上或局部有水 疱、坏死为强阳性。
A3/A4-9,A3/A4,9,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。,护士对该患者进行评估时，发现下列哪项因素与该患者患肺癌关系最密切,体重过重,吸烟30年,嗜酒,糖尿病病史8年,高血压家族遗传史,E,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",结核菌素试验：因旧结核菌素是结核菌的代谢产物，主要成分为结核蛋 白，敞抗原不纯可引起非特异反应。目前多采用结核菌素的纯蛋白衍生物（纯结核菌素， PPD），常取0.1ml 结核菌素稀释液在前臂掌侧做皮内注射，注射后48~72小时测皮肤硬结 直径，如小于5mm为阴性，5~9mm 为弱阳性，10~19mm 为阳性，20mm 以上或局部有水 疱、坏死为强阳性。
A3/A4-10,A3/A4,10,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。,该患者3个小时前突然咯鲜血400ml，该患者目前危及生命的护理问题是,气体交换受损,营养失调,知识缺乏,潜在并发症：休克,潜在并发症：窒息,E,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",患者突然咯血 400ml，危及生命的护理问题是窒息。大咯血时患者出现情 绪紧张、面色灰暗、胸闷、气促、咯血不畅，往往是窒息先兆，应引起警惕。咯血时注意患 者呼吸次数、深度、节律、有无呼吸困难，两侧呼吸音有无改变，还要注意观察患者有无面 色、脉搏、心律、神志等情况变化。指导患者咯血时勿屏气，以免诱发喉头痉挛，血液引流 不畅形成血块，导致窒息。
A3/A4-10,A3/A4,10,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。,护士收集资料时发现该患者第1次就诊是因为他意识到原发性肺癌的早期症状，他注意 到自己常,干咳,全身不适,贫血 D．胸部疼痛,,呼吸困难,E,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",患者突然咯血 400ml，危及生命的护理问题是窒息。大咯血时患者出现情 绪紧张、面色灰暗、胸闷、气促、咯血不畅，往往是窒息先兆，应引起警惕。咯血时注意患 者呼吸次数、深度、节律、有无呼吸困难，两侧呼吸音有无改变，还要注意观察患者有无面 色、脉搏、心律、神志等情况变化。指导患者咯血时勿屏气，以免诱发喉头痉挛，血液引流 不畅形成血块，导致窒息。
A3/A4-11,A3/A4,11,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。,下列哪项是首要的抢救措施,给予镇静药,高流量吸氧,输血,清理呼吸道，保持呼吸道通畅,使用止血药 （12~14 题共用题干） 患者，男性，25 岁。诊断为右上肺没润型肺结核空洞患者，3小时前突然大咯血不止。,D,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",如有窒息征象，立即取头低足高体位，轻拍背部，迅速排除在气道和口 咽部的血块，必要时用机械吸引，并做好气管插管、气管切开等准备，以解除呼吸道阻塞。
A3/A4-11,A3/A4,11,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。,护土采集该患者的痰标本做细胞学检查，目的是为了确定痰中是否有,致病菌,红细胞,白细胞,癌细胞,黏液管型,D,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",如有窒息征象，立即取头低足高体位，轻拍背部，迅速排除在气道和口 咽部的血块，必要时用机械吸引，并做好气管插管、气管切开等准备，以解除呼吸道阻塞。
A3/A4-12,A3/A4,12,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。,其治疗措施应为,应用镇静药,输血、输液,应用呼吸兴奋药,高浓度吸氧,应用垂体后叶素,E,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",垂体后叶素可收缩小动脉，减少肺血流量，从而减轻咯血。
A3/A4-12,A3/A4,12,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。,护士对该患者进行术前护理中，正确的有,鼓励戒烟,让患者卧床休息，减少活动,倾听患者对手术的忧虑,介绍手术和术后情况,提供高蛋白、高热量、高维生素饮食,E,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",垂体后叶素可收缩小动脉，减少肺血流量，从而减轻咯血。
A3/A4-13,A3/A4,13,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。,护士护理时应协助其采取,健侧卧位,患侧卧位 — 12-,,,,B,P10,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",无论咯血量多少，一定要保持好体位，以侧卧位为宜，避免仰卧位，半 坐或坐位等，以便出血能迅速、顺利地耕出体外，预防或解除气道阻塞，防止窒息发生。
A3/A4-13,A3/A4,13,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。,该患者行的是右肺歸叶切除术。术后第2天，血压平稳应取哪种体位适宜,患侧卧位,头低足高位 一 18-,,,,B,P16,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",无论咯血量多少，一定要保持好体位，以侧卧位为宜，避免仰卧位，半 坐或坐位等，以便出血能迅速、顺利地耕出体外，预防或解除气道阻塞，防止窒息发生。
A3/A4-14,A3/A4,14,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,该患者护理的关键措施是,消除心理不良因素,保持呼吸道通畅，防止窒息,减少活动，保持安静,准备好急救药品和器械,做镇静、镇咳等对症处理 （15~16 题共用题干） 央型肺癌。 患者，男性，50岁。咳嗽、咯血伴右侧胸痛3周就诊。临床和影像学诊断为右下叶中 （黎答数資鼠共,B,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",咯血患者的护理关键是保持呼吸道通畅，防止窒息。
A3/A4-14,A3/A4,14,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。 O口第一章 呼吸系统疾病患者的护理 D. 半坐卧位，床头拾高30°~45° C. 健侧卧位 E. 平卧,护士挤压该患者的胸腔引流管的目的是,预防感染,防止引流管打折,防止引流液倒流,重建胸腔负压,保持引流管通畅,B,P17,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",咯血患者的护理关键是保持呼吸道通畅，防止窒息。
A3/A4-15,A3/A4,15,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,该患者需进一步确定和评估的项目中最重要的应是,生活质量,肝肾功能,血细胞计数,免疫状态,组织学类型和分期,E,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",患者临床和影像学诊断为右下叶中央型肺癌，进一步检查应为痰脱落细 胞学检查以确定肿瘤的组织学类型。
A3/A4-15,A3/A4,15,,患者，男性，65岁。确诊为原发性支气管肺癌。为手术治疗入院。 O口第一章 呼吸系统疾病患者的护理 D. 半坐卧位，床头拾高30°~45° C. 健侧卧位 E. 平卧,术后第4天，胸腔引流瓶中水柱停止波动，护士判断其原因最可能是,水封泄漏,引流管堵塞,肺已重新扩张,发生肺不张,引流管打折,E,P17,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",患者临床和影像学诊断为右下叶中央型肺癌，进一步检查应为痰脱落细 胞学检查以确定肿瘤的组织学类型。
A3/A4-16,A3/A4,16,,患者，女性，30岁。咳嗽2个月，以干咳为主，有午后低热，月经不规律。胸部X线 片示右上肺较淡片状阴影。为明确诊断，进行了 PPD 试验。 1口口 第一章 呼吸系统疾病患者的护理 C.坐位 E.平卧位,经检查确诊为小细胞肺癌，首选的治疗方法应是,化学治疗,放射治疗,生物学治疗,手术治疗加术后化学治疗,手术治疗 （17~19 题共用题干） 患者，男性，55岁。痰中间断带血丝3个月，渐消瘦，体弱，抗生素疗效差。胸部X 片示右肺门阴影增大及右肺中叶模糊阴影。,A,P11,"IMG_8618.png,IMG_8619.png,IMG_8620.png,IMG_8621.png,IMG_8622.png,IMG_8623.png,IMG_8624.png,IMG_8625.png,IMG_8626.png,IMG_8627.png",小细胞肺癌的治疗以化疗为主，也首选化疗，不首选手术治疗，可以联 合或序贯以放疗，对于不到5%的仅限于肺实质内的早期患者考虑手术治疗。局限期小细胞 肺癌以同步放化疗或化疗、放疗序贯治疗为主，同步放化疗优于序贯治疗，同步放化疗应尽 早，并应给予预防性全脑放疗，预防性全脑放疗对生存的益处显著。广泛期小细胞肺癌以化 疗为主，择期行局部或转移灶治疗。
