question_id,question_type,question_number,group,shared_stem,question,option_A,option_B,option_C,option_D,option_E,answer,question_source,answer_source,explanation
A1-43,A1,43,,,左心功能不全最早出现的症状是,咳嗽,咯血,发绀,呼吸困难,粉红色泡沫痰,D,P6,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",左心功能不全最早出现的症状是呼吸困难。左心功能不全表现为患者突 发严重呼吸困难，呼吸频率可达30~40次/分，强迫端坐位，频繁咳嗽，咳大量粉红色泡沫 样痰，面色灰白或发绀，大汗，皮肤湿冷，有窒息感，极度恐惧、烦躁不安。
A1-44,A1,44,,,急性左心衰患者进行乙醇湿化给氧的目的是,稀释痰液,松弛支气管平滑肌,使肺泡内泡沫破裂而改善通气,加强心肌收缩力,消毒氧气湿化瓶,C,P6,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性左心衰患者吸氧同时使用抗泡沫剂，使肺泡内的泡沫消失，增加气 体交换面积。一般可将30%~50%乙醇置于氧气的滤瓶中，随氧气吸入。
A1-45,A1,45,,,下列保持大便通畅措施中，心力衰竭患者不适宜采用的是,摄入足够量的水分,养成定时大便的习惯,应用开塞露,进食容易消化的食物,多吃含纤维素多的食物,A,P6,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心力衰竭患者适当限制水分，以免增加循环血量，加重心脏负担。
A1-46,A1,46,,,长期卧床的心力衰竭患者，进行皮肤护理的重点部位是,胫前,踝部,腹部,双下肢,腰骶部,E,P6,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",长期卧床的心力衰竭患者，进行皮肤护理的重点部位是腰骶部。 —55- 第一篇 内科护理学
A1-47,A1,47,,,右心衰患者常有食欲敏乏、恶心、呕吐、腹痛等症状，是由于,肺循环淤血,胃肠道淤血 —34|,,,,B,P6,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",右心衰患者导致胃肠道淤血时，淤血区缺血、缺氧，组织代谢降低，胃 肠道功能下降，患者可出现食欲缺乏、恶心、呕吐、腹痛等症状。
A1-48,A1,48,,,心力衰竭最常见的是,全心衰竭,左心衰,右心衰,左右心室衰竭,左右心房衰竭,B,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",左心衰临床上较常见，是指左心室代偿功能不全而发生的，以肺循环淤 血为特征的心力衰竭。
A1-49,A1,49,,,右心衰可能的症状不包括,肝大,少尿,恶心,食欲缺乏，抖总,夜间阵发性呼吸困难 ，大性,E,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",右心衰主要表现为体循环静脉淤血。消化道症状如食欲缺乏、恶心、呕 吐、水肿、腹胀、肝区胀痛等为右心衰的最常见症状。劳力性呼吸困难也是右心衰的常见症 状。体征包括水肿、颈静脉征、肝大、压痛和发绀。
A1-50,A1,50,,,左心衰可能的症状不包括,夜间阵发性呼吸困难,心悸,劳累性呼吸困难,严重者可发生端坐呼吸,心前区疼痛,E,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",呼吸困难是左心衰的基本表现，最早出现的是劳力性呼吸困难，经休息 后缓解。最典型的症状是夜间阵发性呼吸困难，严重者可发生急性肺水肿，晚期出现端坐呼 吸，还可出现倦怠、乏力、心悸、头晕、失眠、嗜睡、烦躁等症状，重者可有少尿，与心排 血量低下，组织、器官灌注不足有关。
A1-51,A1,51,,,急性心衰最严重的临床表现,两肺满布湿啰音,发生急性肺水肿,极度烦躁不安,咳大量粉红色泡沫痰\五密發,心尖区可闻及奔马律 5001大率感榔，,B,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心力衰竭以急性左侧心力衰竭最常见，多表现为急性肺水肿或心源 性休克。
A1-52,A1,52,,,慢性心力衰竭患者易发生压疮的原因不包括 1261 登心 ，散鼠景部,水肿区组织营养不良,水肿区组织抵抗力下降,水肿区组织感觉迟钝,卧床使受压部位循环障碍,皮肤潮湿,A,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",慢性心力衰竭患者易发生压疮与水肿区组织营养不良没有多大关系。
A1-53,A1,53,,,长期卧床的心力衰竭患者，形成下肢静脉血栓时，当下床活动，易栓塞的脏器是,肾脏 1OB. 心脏,,脾脏,肺组织,脑组织,D,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",因心力衰竭患者长期卧床易导致静脉血栓、肺栓塞、便秘和压疮的发生。
A1-54,A1,54,,,在下列各项中，可依据其来估计慢性左心衰的严重程度的观察项目是,情绪状态,发绀的程度,持续低流量吸氧时间,咳嗽、咳痰的频率和量欢,患者采取的坐位的高低,E,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",患者采取的坐位的高低可估计慢性左心衰的严重程度。端坐呼吸多在病 程晚期出现，是肺淤血达到一定程度，平卧回心血量增多、膈肌上抬，呼吸更困难，必须采 用高枕卧位、半卧位，甚至坐位，才可减轻呼吸困难。最严重的患者即使端坐床边，下肢下 垂，上身前倾，仍不能缓解呼吸困难。
A1-55,A1,55,,,下列哪项药物用于心力衰竭的治疗，而且同时减轻心脏前负荷和后负荷,硝普钠,多巴胺,氢氯噻嗪,毛花苷C,硝酸异山梨酯 .82,A,P7,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查了扩血管药物减轻心脏负荷的作用。由于硝普钠可以同时扩张 动静脉，故可以同时减轻心脏的前后负荷。
A1-56,A1,56,,,心力衰竭患者在口服地高辛之前应测量,体温,呼吸,脉搏,体重,血压,C,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",地高辛属于洋地黄类中效强心苷，可增强心肌收缩力，抑制心脏传导系 统，用于心力衰竭，服用地高辛期间需观察有无洋地黄中毒的表现，如心律失常、恶心、食 欲缺乏、头痛、视物模糊、黄绿视。口服地高辛前需常规测脉搏，当脉搏小于60次/分或节 律不齐需暂停服药，在专科医生的指导下调理药物。
A1-57,A1,57,,,右心衰引起体循环淤血的临床表现为,乏力、食欲缺乏、恶心、表情淡漠、嗜睡,乏力、腹胀、心悸、心电图出现U波增高,较重的体力活动后出现呼吸困难，休息可缓解,脑组织缺血、觖氧引起急性、短暂可逆性意识丧失,食欲缺乏、颈静脉怒张、肝大、双下肢凹陷性水肿,E,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",右心衰是以体循环淤血为主要特征的心力衰竭，临床表现为食欲缺乏、颈静脉怒张、肝大、双下肢凹陷性水肿。
A1-58,A1,58,,,心搏骤停后，要求尽可能在（ ）内给子除颤,1分钟,2分钟,3分钟,4分钟,5分钟,E,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心搏骤停后，要求尽可能在5分钟内给予除颤。
A1-59,A1,59,,,下列哪项与心房颤动心电图特征不符合,R-R 间隔相等 期出,P波消失,QRS 波群形态正常,形态、振幅均变化不定的f波,QRS 波群频率为100~160次/分,A,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心房颤动的心电图特征：①P 波消失，代之以350~600次/分小而不规则 的基线波动，间隔不均匀，形态、振幅均变化不定的f波。②R-R波间隔绝对不规则，心室 率通常为100~160次/分。③QRS 波形态一般正常，伴有室内差异性传导或原有束支传导阻 滞者 QRS 波群可增宽、变形。
A1-60,A1,60,,,三度房室传导阻滞，心室率为35次/分的患者，首选的治疗方法是,麻黄碱,洋地黄,阿托品,安装人工心脏起搏器,异丙肾上腺素,D,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查了房室传导阻滞的治疗。一度和二度1型：无症状的无须治疗； 二度1型和三度：心室率缓慢，伴血流动力学障碍、阿-斯综合征的，可采用药物治疗如阿 0O口 第二章 循环系统疾病患者的护理 托品或异丙肾上腺素静注，但不能永久应用，因此需要安装起搏器治疗。
A1-61,A1,61,,,下列选项中最易发生心源性脑缺氧综合征的心律失常是,预激综合征,快速心房颤动,室性期前收缩,室上性心动过速,三度房室传导阻滞,E,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",三度房室传导阻滞的临床症状取决于心室率的快慢，如心室率过慢可导 致脑缺血，出现短暂性意识丧失，甚至抽搐，即阿-斯综合征。
A1-62,A1,62,,,下面哪项情况不适合进行电复律的治疗,心室颤动,快速心房颤动,药物治疗无效的心房扑动,低血钾或洋地黄中毒的心律失常,至性心动过速其心室率150次/分以上,D,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",低血钾或洋地黄中毒的心律失常不适合进行电复律的治疗。
A1-63,A1,63,,,下列有关阵发性室上性心动过速的特点，叙述正确的是,大多有生命危险,发作很难终止，可呈反复发作，发作间隙大于1个月 c. 大多突发突止，部分可量反复发作，发作间隙长短不一 一36一,,,,C,P8,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",室上性心动过速的临床特点为突然发作、突然终止，持续时间长短不一， 可持续数秒、数小时甚至数日，发作时患者可感心悸、头晕、胸闷、心绞痛，甚至发生心力 衰竭、休克。症状轻重取决于发作时的心率及持续时间。听诊心室率可达150~250次/分， 大多心律绝对规则，心尖部第一心音强度恒定。
A1-64,A1,64,,,期前收缩类型可以分为,房性和室性,窦性、房性和室性,房性、室性和交界性,窦性、房性、室性和交界性,窦性、房室性、房性、室性和交界性T23,C,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",期前收缩根据异位起搏点部位的不同，期前收缩可分为房性、房室交界 区性和室性期前收缩。
A1-65,A1,65,,,心电图检查中确立室性心动过速诊断的最重要依据是,常可见到心室夺获或室性融合波,P波与 ORS波群无固定关系，形成房室分离,ORS 波形态畸形，时限大于0.12 秒,3个或3个以上的室性期前收缩连续出现,有继发性 ST-T波改变，ST-T波方向常与QRS 波群主波方向相反,A,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心室夺获或室性融合波是确立室性心动过速诊断的重要依据。
A1-66,A1,66,,,终止阵发性室上性心动过速的首选措施是,同步直流电复律,静脉注射普萘洛尔,静脉注射毛花苷C,刺激迷走神经反射,肌内注射新斯的明,D,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",阵发性室上性心动过速发作时间短暂，可自行停止者，不需特殊治疗。 如持续发作数分钟或原有心脏病患者首选应采取兴奋迷走神经的方法：刺激咽部引起呕吐反 射、屏气法、按压颈动脉窦、按压眼球（易造成视网膜脱位，已不常用）、将面部浸没于水 中等。
A1-67,A1,67,,,阵发性室性心动过速合并低血压时应首选,维拉帕米,奎尼丁,利多卡因,普萘洛尔,同步电击复律,E,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",阵发性室性心动过速患者已出现低血压、休克、心绞痛、充血性心力衰 竭、脑血流灌注不足时，可用同步直流电复律。
A1-68,A1,68,,,对病毒性心肌炎早期诊断有提示意义的检查是,胸部X线,生化检查,心电图,心音图,超声心动图,B,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",对病毒性心肌炎早期诊断有提示意义的检查是生化检查。病毒性心肌炎 的生化检查：①磷酸激酶（CPR）在早期多升高，以肌酸激酶同工酶（CK-MB）为主。 ②乳酸脱氢酶（SLDFI）同工酶增高，在心肌炎的早期诊断有提示意义。③心肌肌钙蛋白的 变化对心肌炎有特异性诊断意义。
A2-1,A2,1,,,患者，女性，45岁。急性心肌梗死后出现四肢厥冷，多汗，少尿，血压 70/40mmHg，经 补充血容量后血压不升。此时应该使用的药物是,多巴胺,硝普钠,补充血容量,呋塞米,毛花苷C,A,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",急性心肌梗死后出现血压下降，如补充血容量后血压不升，提示周围血管 张力不足，可用多巴胺静脉滴注。
A2-2,A2,2,,,某患者心肌梗死床3周，护士为其床上洗发，突然患者感到胸痛、心悸，面色苍白， 出冷汗，护士应立即,边洗发边通知医生，,,,,,E,P9,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",患者心肌梗死卧床3周，患者突然感到胸痛、心悸、面色苍白、出冷汗， 护士应立即停止操作，让患者平卧，吸氧，立即与医生联系。
A2-3,A2,3,,,患者，女性，65.岁。间断性心前区疼痛1个月，多在夜间发作，与活动无关，每改发什,,,,,,B,P10,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",该患者心前区疼痛的特点是多在夜间发作，与活动无关，疼痛呈发作性， 且发作时心电图相关导联ST 段抬高，符合典型的变异型心绞痛，是冠状动脉痉挛所致。该 类心绞痛的首选治疗药物是钙离子拮抗药，可以扩张冠状动脉，解除冠状动脉痉挛，改善心 肌血液供应。
A2-4,A2,4,,,患者，男性，50岁。饱餐后突然出现胸骨后压榨性疼痛，持续20分钟不缓解，伴大汗、 恶心、呕吐。急诊护士应首先采取哪项检查方法,腹部B超,血常规,腹部X线检查,心电图,血尿淀粉酶测定,D,P10,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",情绪激动、劳累、饱餐、受凉等为心绞痛发作诱因。患者饱餐后突然出现 胸骨后压榨性疼痛，持续20分钟不缓解，伴大汗、恶心、呕吐，应是心绞痛，首先采取心 电图检查，心电图是发现心肌缺血、诊断心绞痛最常用的检查方法。
A2-5,A2,5,,,患者，男性，45岁。突发胸骨后疼痛伴窒息感、恶心、呕吐及出冷汗，含服硝酸甘油不 能缓解。最可能发生的是,急性胃炎,急性胰腺炎|,急性胆囊炎,急性心肌梗死,胸膜炎,D,P10,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",患者突发胸骨后疼痛伴窒息感、恶心、呕肚及出冷汗，含服硝酸甘油不能 第一篇 內科护理学 缓解，据此推断最可能发生的是急性心肌梗死。
A2-6,A2,6,,,患者，男性，64岁。持续心前区痛5小时，确诊为急性心肌梗死收入监护室，监测中发 现患者出现心室颤动。此时责任护士应即刻采取的首要措施是,静脉注射利多卡因,静脉注射异丙肾上腺素,静脉注射毛花苷C,非同步直流电除颤,同步直流电除颤,D,P10,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查的是室颤的治疗。室颤属于最严重的心律失常，治疗应立即做非 同步直流电除颤。 7.c【解析】本题综合考查了心绞痛的健康教育。主要是避免诱发心肌缺血的因素，胸 痛发作时及时镇痛。关于硝酸甘油的用法应当是含服1片硝酸甘油后疼痛仍不缓解，5分钟 后需再服1片，若仍不缓解，5分钟后可再服1片，连续服用3片仍不缓解，应警惕急性心 肌梗死的发生，需立即送医院救治。
A2-7,A2,7,,,患者，男性，52岁。近1个月劳累时感心前区疼痛，诊断为冠心病、心绞痛。患者吸烟 30年，每日30支，平日伙食不规律，喜饮白酒和浓茶，化验检查发现甘油兰酯增高。责 任护士向该患者进行健康教育的内容中，下列哪项不妥,戒烟、限酒，不饮浓茶,胸痛发作时应立即含服1片硝酸甘油 c.含服1片硝酸甘油后疼痛仍不缓解，半小时后需再服1片,,平日随身带硝酸甘油，按医嘱服药，定期复查,保持情绪稳定，不可过度劳累,,P10,,
A2-8,A2,8,,,患者，男性，75岁。冠心病急性心肌梗死，院外发生心搏骤停，急诊人院。人院 后心电监测发现心室颤动，给子除颤、心肺复苏和脑复苏，目前患者浅昏迷，血 —38一,,,,,,B,P10,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心搏骤停时间较长或复苏后持续低血压，易使患者发生急性肾衰竭，故应 监测尿量、尿比密等指标。复苏后，若血压能维持在80~90/50~60mmHg，而尿量少于 30mlh，可试用呋塞米静脉注射。若注射后仍无尿或少尿，则提示急性肾衰竭，故不可大量 静脉补液，此时应严格限制人水量，监测血电解质，防治高血钾，必要时可透析治疗。
A2-9,A2,9,,,患者，女性，50岁。血压值持续为160/100mmHg，应考虑为,高血压,正常血压,临界高血压,收缩压偏低，舒张压偏高,收缩压偏高，舒张压偏低,A,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",患者血压值持续为160/100mmHg，应考虑为高血压。
A2-10,A2,10,,,患者，女性，58岁。近半年来，血压升高较快，伴心悸、多汗、头痛、烦躁等，上周出 现视物模糊征象，来诊。查体：血压262/127mmHg，心率180次/分，心浊音界向左下 扩大。该患者可能是,高血压脑病,高血压危象,高血压1级,高血压2级,高血压3级,B,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",高血压危象在高血压早期与晚期均可发生。主要表现有头痛、烦躁、眩 晕、心悸、气急、视物模糊、恶心、呕吐等症状，同时可伴有动脉痉挛和所累及靶器官缺血 症状。
A2-11,A2,11,,,患者，女性，66岁。因头痛、心悸和心前区不适就诊。门诊查血压：160/95mmHg。据 此可以推断该患者高血压分级属于,正常高限,轻度高血压,中度高血压,重度高血压,临界高血压,C,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题考查了高血压的分级，当患者的收缩压和舒张压分属于两个不同的 级别时，应按较高的级别来判别血压的分级，该患者属于中度高血压。
A2-12,A2,12,,,某原发性高血压患者，吸烟史20年，肥胖，目前血压160/95mmHg。下列健康教育内容 不妥的是,戒烟,适量运动,保持情绪稳定,控制高血压,高热量、高糖饮食,E,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",血压与体重指数呈正相关，特别是向心性肥胖，可使血容量增加，内分 泌失调，是高血压的重要危险因素，应限制患者每日摄人总热量，以达到控制和减轻体重的 目的。
A2-13,A2,13,,,患者，男性，55岁。既往有高血压病史15年，近日出现劳力性呼吸困难，经休息后缓 解，经诊断为心力衰竭。首先出现,全心衰竭,左心室衰竭,左心房衰竭,右心室衰竭,右心房衰竭,B,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",劳力性呼吸困难是左心衰最早出现的呼吸困难症状，因为体力活动会使 回心血量增加，左心房压力升高，肺淤血加重，开始仅在剧烈活动或体力劳动后出现症状， 休息后缓解，随肺淤血加重，逐渐发展到更轻活动后，甚至休息时，也出现呼吸困难。
A2-14,A2,14,,,患者，男性，58岁。自述突然心悸、胸闷。急诊查体：心率120次/分，脉搏110次/分，,,,,,,A,P11,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",本题给出患者心率和脉搏不等，且心率太于脉搏，为脉搏短绌的表现， 同时心音强弱不等，心律不齐，上述信息提示发生心房颤动。 I5.E【解析】偶发期前收缩无重要临床意义，不需特珠治疗。
A2-15,A2,15,,,分钟，发作时心电图I、皿、aVF导联 ST段抬高。最可能的诊断男,急性心肌梗死,变异型心绞痛,恶化型心绞痛,稳定型心绞痛,卧位型心绞痛 代至司期道,,P10,,
A2-15,A2,15,,,患者，女性，26岁。体检时发现心电图偶发室性期前收缩，心界无扩太，心率80次/分， 期前收缩0~3次/分，心音正常，无杂音。治疗应选用,洋地黄,利多卡因,胺碘酮,美西律或普罗帕酮,观察，暂不给予药物治疗,,P12,,
A2-16,A2,16,,,患者，男性，75岁。患冠心病全心衰竭。治疗期间出现恶心，视物模糊，黄绿视。护士 及时向医生报告，并考虑原因是,心力衰竭加重，胃肠道淤血,脑血管意外,扩血管药物引起的低血压,利尿药物引起的电解质紊乱,洋地黄药物中毒,E,P12,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",洋地黄药物中毒神经系统反应：头痛、头晕、视物模糊、黄绿色视等。 胃肠道反应：食欲缺乏、恶心、呕吐等。
A3/A4-1,A3/A4,1,,患者，男性，65岁。患冠心病已8年。2小时前胸骨后绞痛发作，在家口含硝酸甘油未 见缓解，并有呕吐，出冷汗，急诊室心电图检查示窦性心律及急性前壁心肌梗死。,该患者入院24小时内最常出现的是,心脏破裂,心律失常,心力衰竭,心室膨胀瘤,心源性休克,B,P12,"IMG_8651.png,IMG_8652.png,IMG_8653.png,IMG_8654.png,IMG_8655.png,IMG_8656.png,IMG_8657.png,IMG_8658.png,IMG_8659.png,IMG_8660.png,IMG_8661.png,IMG_8662.png,IMG_8663.png,IMG_8664.png",心律失常是急性心肌梗死致死的主要原因，24小时内发生率最高，以室性 心律失常最多见，室颤是早期死亡的主要原因。
